Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results
Sports,SKU21959,142,In Stock,853,1516,Adult,226,19,86,2,DHL,54.23,FastTrack Ltd.,Germany,4136,11,4238,Fail
Home,SKU21960,425,In Stock,538,40965,Senior,181,10,80,5,USPS,48.47,MegaCorp,Egypt,9370,22,9591,Recheck
Electronics,SKU21961,202,In Stock,983,20393,Adult,360,7,90,10,UPS,51.94,SupplyHub,China,6253,13,2784,Recheck
Sports,SKU21962,10,In Stock,204,32624,Teen,236,10,43,9,UPS,62.19,MegaCorp,India,8276,37,4669,Pass
Sports,SKU21963,12,In Stock,662,35023,Teen,4,12,9,9,DHL,19.96,MegaCorp,India,2390,26,716,Fail
Home,SKU21964,220,In Stock,250,12824,Senior,292,10,52,7,Aramex,66.72,SupplyHub,Germany,1612,12,5653,Pass
Toys,SKU21965,103,Out of Stock,645,17980,Adult,427,14,26,7,FedEx,84.66,FastTrack Ltd.,China,5270,2,8735,Pass
Sports,SKU21966,355,Out of Stock,753,31345,Senior,277,25,38,11,UPS,23.51,Prime Distributors,Egypt,2658,50,188,Recheck
Home,SKU21967,320,In Stock,706,36013,Senior,298,14,50,7,DHL,48.94,Global Supplies Inc.,USA,6505,32,8190,Pass
Toys,SKU21968,273,In Stock,15,38142,Senior,181,29,48,5,USPS,33.48,Global Supplies Inc.,Germany,2881,1,1692,Fail
Toys,SKU21969,263,Limited,218,1741,Teen,162,5,58,6,Aramex,46.5,MegaCorp,India,2207,37,2481,Fail
Toys,SKU21970,378,Out of Stock,486,18947,Teen,144,3,55,3,FedEx,22.49,SupplyHub,Germany,392,29,3869,Fail
Toys,SKU21971,394,Out of Stock,311,42900,Adult,394,24,83,6,UPS,22.62,Global Supplies Inc.,China,245,33,2557,Pass
Electronics,SKU21972,109,Limited,207,38579,Senior,57,3,11,1,USPS,22.56,Global Supplies Inc.,Egypt,1995,21,8224,Pass
Electronics,SKU21973,394,Out of Stock,438,39272,Teen,207,15,99,4,UPS,45.08,Prime Distributors,Germany,5288,27,4342,Pass
Toys,SKU21974,163,In Stock,711,7302,Senior,272,21,54,5,DHL,47.84,SupplyHub,Egypt,8585,39,3949,Pass
Toys,SKU21975,43,In Stock,799,14610,Senior,265,23,75,7,UPS,14.96,FastTrack Ltd.,India,4958,9,6452,Recheck
Home,SKU21976,44,Limited,991,11561,Adult,301,17,39,13,UPS,14.59,Global Supplies Inc.,Egypt,9520,51,1287,Pass
Clothing,SKU21977,247,Out of Stock,343,41845,Adult,267,16,81,10,USPS,97.92,MegaCorp,China,8036,34,6740,Pass
Clothing,SKU21978,462,In Stock,947,41290,Adult,263,26,41,10,DHL,45.78,Prime Distributors,Germany,2656,31,5259,Pass
Toys,SKU21979,179,Limited,941,26392,Adult,47,10,96,1,UPS,76.58,SupplyHub,USA,6742,10,2581,Pass
Sports,SKU21980,20,In Stock,468,41575,Senior,481,12,10,10,DHL,25.69,Prime Distributors,Egypt,4336,20,5387,Pass
Home,SKU21981,350,In Stock,312,3204,Adult,248,21,82,7,FedEx,39.08,MegaCorp,India,7094,43,607,Fail
Sports,SKU21982,282,In Stock,361,46379,Teen,426,25,95,11,FedEx,75.12,FastTrack Ltd.,China,4023,3,797,Pass
Toys,SKU21983,484,In Stock,265,38743,Adult,258,27,5,6,Aramex,89.89,Global Supplies Inc.,Egypt,1581,19,1705,Pass
Electronics,SKU21984,34,In Stock,217,10487,Senior,474,9,18,9,FedEx,54.99,Global Supplies Inc.,India,8610,40,9720,Fail
Electronics,SKU21985,475,Out of Stock,461,1181,Adult,309,20,77,4,FedEx,17.25,Global Supplies Inc.,India,5368,19,2338,Fail
Toys,SKU21986,484,In Stock,99,41973,Teen,219,17,18,5,UPS,76.11,Prime Distributors,China,8554,54,7643,Fail
Electronics,SKU21987,30,In Stock,542,28323,Teen,18,9,90,4,USPS,84.8,Prime Distributors,Germany,593,11,5546,Fail
Home,SKU21988,129,Limited,505,44218,Senior,487,20,28,11,DHL,35.77,FastTrack Ltd.,USA,582,51,4130,Recheck
Clothing,SKU21989,66,Limited,231,8814,Teen,449,12,83,7,UPS,63.84,MegaCorp,Germany,6762,53,7094,Fail
Clothing,SKU21990,273,Out of Stock,717,38623,Adult,331,1,26,2,DHL,15.94,Global Supplies Inc.,Egypt,2476,49,559,Recheck
Home,SKU21991,154,Limited,101,1127,Senior,415,9,71,4,DHL,5.74,Prime Distributors,USA,2811,12,8593,Fail
Toys,SKU21992,362,Out of Stock,711,47036,Senior,349,10,65,3,DHL,46.54,SupplyHub,Egypt,1169,9,263,Pass
Home,SKU21993,379,Out of Stock,753,5039,Senior,386,2,6,1,Aramex,30.83,SupplyHub,India,8838,19,3256,Recheck
Sports,SKU21994,471,In Stock,213,46010,Teen,457,25,31,4,Aramex,82.82,FastTrack Ltd.,India,5059,14,3378,Pass
Toys,SKU21995,123,In Stock,368,19782,Senior,237,5,75,2,FedEx,48.35,FastTrack Ltd.,USA,3480,50,1938,Pass
Toys,SKU21996,400,In Stock,178,5483,Teen,418,3,8,10,USPS,56.99,SupplyHub,Egypt,867,54,9024,Fail
Sports,SKU21997,62,Limited,222,31669,Senior,448,21,82,4,USPS,16.17,FastTrack Ltd.,USA,8757,37,2684,Pass
Toys,SKU21998,327,In Stock,152,5004,Adult,320,22,14,5,USPS,77.45,MegaCorp,Germany,6986,9,7982,Pass
Electronics,SKU21999,430,In Stock,820,29474,Teen,8,15,74,5,Aramex,10.68,SupplyHub,USA,6408,26,6019,Recheck
Home,SKU22000,81,Limited,15,18293,Adult,365,28,92,2,DHL,46.03,Prime Distributors,Egypt,5746,58,2281,Fail
Clothing,SKU22001,185,In Stock,944,41872,Senior,339,16,62,9,FedEx,28.44,MegaCorp,Egypt,5209,21,6434,Fail
Sports,SKU22002,262,In Stock,733,36895,Teen,301,9,45,5,FedEx,74.18,Prime Distributors,USA,587,36,1326,Pass
Home,SKU22003,227,In Stock,238,23583,Senior,300,4,58,11,UPS,92.47,Global Supplies Inc.,USA,742,54,1432,Fail
Clothing,SKU22004,48,Limited,322,27663,Adult,268,17,43,2,UPS,49.18,FastTrack Ltd.,China,7619,6,3029,Fail
Home,SKU22005,21,Limited,37,19584,Adult,115,10,54,12,USPS,22.99,Global Supplies Inc.,Egypt,2684,19,8560,Pass
Electronics,SKU22006,19,In Stock,826,26791,Teen,97,5,69,13,DHL,44.58,MegaCorp,China,5488,9,4968,Fail
Toys,SKU22007,68,In Stock,645,16114,Senior,445,29,54,11,FedEx,9.13,MegaCorp,USA,9252,11,8651,Pass
Electronics,SKU22008,171,In Stock,25,34192,Adult,466,24,2,10,DHL,33.36,Prime Distributors,Egypt,7974,3,4257,Recheck
Clothing,SKU22009,476,Out of Stock,151,35956,Senior,88,29,3,12,DHL,63.01,MegaCorp,China,1099,8,2599,Pass
Sports,SKU22010,6,In Stock,379,35479,Teen,375,10,85,12,USPS,46.26,Prime Distributors,Egypt,6093,19,6187,Recheck
Toys,SKU22011,439,Out of Stock,178,31326,Senior,419,7,82,8,UPS,51.21,Global Supplies Inc.,China,1771,6,9692,Fail
Home,SKU22012,292,In Stock,704,2581,Senior,27,3,82,3,UPS,35.29,SupplyHub,USA,3817,17,8174,Recheck
Sports,SKU22013,51,In Stock,16,28327,Senior,241,18,44,7,Aramex,87.77,SupplyHub,China,7976,36,8512,Fail
Toys,SKU22014,385,Limited,724,3720,Teen,30,8,29,2,DHL,32.32,Prime Distributors,China,7309,29,5106,Pass
Clothing,SKU22015,441,Out of Stock,650,9195,Adult,467,14,78,7,USPS,25.89,FastTrack Ltd.,Germany,4414,5,7688,Fail
Toys,SKU22016,84,In Stock,558,13027,Adult,101,12,94,2,FedEx,13.4,FastTrack Ltd.,India,3460,38,4375,Fail
Home,SKU22017,213,In Stock,362,35625,Senior,478,26,12,12,DHL,89.3,FastTrack Ltd.,India,9053,7,647,Recheck
Clothing,SKU22018,189,In Stock,585,29457,Senior,413,2,34,11,Aramex,90.63,FastTrack Ltd.,China,8508,22,2291,Recheck
Sports,SKU22019,17,In Stock,549,49745,Teen,188,10,81,12,FedEx,35.12,MegaCorp,India,3864,44,7911,Pass
Sports,SKU22020,209,In Stock,134,11544,Senior,69,17,80,3,DHL,63.7,SupplyHub,India,9517,34,4976,Recheck
Home,SKU22021,488,In Stock,221,6335,Senior,82,4,32,10,USPS,90.28,SupplyHub,Egypt,3306,10,1504,Fail
Home,SKU22022,323,In Stock,548,30489,Adult,472,10,12,9,DHL,94.68,Prime Distributors,USA,5215,36,8289,Pass
Sports,SKU22023,249,Limited,347,19230,Teen,486,7,78,3,Aramex,94.15,Global Supplies Inc.,Germany,1189,51,4268,Fail
Home,SKU22024,196,In Stock,432,25828,Teen,314,12,41,10,Aramex,46.16,SupplyHub,Egypt,9436,34,4067,Recheck
Sports,SKU22025,368,Limited,831,19859,Adult,331,17,42,12,UPS,57.76,MegaCorp,Germany,1959,3,4995,Recheck
Toys,SKU22026,335,Out of Stock,120,42149,Teen,379,22,66,9,Aramex,96.53,Prime Distributors,Egypt,7648,15,643,Fail
Electronics,SKU22027,392,In Stock,536,8720,Adult,332,8,90,13,UPS,20.65,FastTrack Ltd.,Germany,1208,20,6769,Recheck
Clothing,SKU22028,456,In Stock,421,12629,Adult,219,11,98,1,DHL,34.9,Prime Distributors,Egypt,338,4,9090,Fail
Clothing,SKU22029,92,In Stock,122,43162,Teen,139,1,18,9,USPS,7.4,Prime Distributors,China,3412,21,8243,Recheck
Sports,SKU22030,87,In Stock,19,6806,Adult,154,23,41,3,DHL,85.59,Prime Distributors,Germany,3106,40,1267,Fail
Sports,SKU22031,336,In Stock,932,35431,Adult,474,29,62,7,FedEx,89.4,Prime Distributors,Egypt,333,58,3690,Fail
Electronics,SKU22032,457,In Stock,115,33785,Senior,22,24,50,2,FedEx,93.97,MegaCorp,India,5093,2,6590,Pass
Electronics,SKU22033,233,Limited,335,30134,Senior,257,27,46,11,USPS,19.78,FastTrack Ltd.,Egypt,3972,46,8139,Pass
Electronics,SKU22034,357,In Stock,513,16616,Teen,246,16,14,7,USPS,93.46,Prime Distributors,Egypt,389,44,6570,Pass
Electronics,SKU22035,257,In Stock,851,44686,Teen,357,20,22,3,Aramex,41.31,FastTrack Ltd.,Egypt,3378,21,9224,Pass
Sports,SKU22036,406,Limited,585,13789,Teen,197,29,38,10,UPS,60.21,Prime Distributors,India,1362,2,8166,Pass
Clothing,SKU22037,190,In Stock,620,10770,Teen,329,29,17,7,USPS,35.78,Global Supplies Inc.,USA,780,24,4472,Pass
Toys,SKU22038,277,Out of Stock,863,20762,Teen,231,18,42,10,USPS,56.42,MegaCorp,Germany,7535,53,8102,Pass
Toys,SKU22039,98,In Stock,348,14004,Teen,328,20,2,10,DHL,25.43,Prime Distributors,Egypt,4600,50,2939,Recheck
Sports,SKU22040,408,Out of Stock,361,41210,Teen,106,11,72,10,DHL,5.7,Global Supplies Inc.,China,1312,3,1736,Recheck
Sports,SKU22041,263,Out of Stock,106,45338,Teen,277,6,39,9,FedEx,98.35,SupplyHub,Egypt,281,22,5187,Fail
Home,SKU22042,13,In Stock,803,17718,Adult,37,8,6,4,FedEx,30.83,MegaCorp,India,1940,20,8297,Fail
Toys,SKU22043,79,In Stock,72,47739,Teen,325,20,88,3,DHL,73.17,Global Supplies Inc.,Germany,3623,42,2981,Pass
Sports,SKU22044,57,Out of Stock,478,25555,Senior,216,17,66,3,FedEx,84.09,Prime Distributors,Germany,4346,2,9294,Pass
Electronics,SKU22045,225,In Stock,483,23056,Adult,96,25,22,11,UPS,52.47,SupplyHub,Germany,2900,38,6373,Pass
Toys,SKU22046,209,In Stock,109,32687,Teen,455,20,99,5,Aramex,20.01,Prime Distributors,Germany,1443,56,9489,Pass
Home,SKU22047,408,Limited,562,45478,Adult,318,12,45,12,USPS,34.74,FastTrack Ltd.,USA,9808,43,1556,Pass
Electronics,SKU22048,162,Out of Stock,445,44711,Adult,110,2,46,11,DHL,90.18,Prime Distributors,China,1342,22,7178,Recheck
Home,SKU22049,156,In Stock,659,33021,Adult,481,16,27,2,FedEx,24.92,FastTrack Ltd.,India,6230,1,3680,Fail
Toys,SKU22050,152,In Stock,144,41887,Senior,346,27,6,11,FedEx,6.14,MegaCorp,China,6260,23,6046,Pass
Sports,SKU22051,241,In Stock,521,31471,Adult,397,22,7,9,UPS,45.32,Global Supplies Inc.,USA,1058,20,651,Fail
Home,SKU22052,194,In Stock,278,40371,Teen,340,28,94,3,UPS,41.27,FastTrack Ltd.,China,146,8,3768,Fail
Electronics,SKU22053,481,In Stock,477,8349,Senior,217,3,81,11,UPS,42.78,Prime Distributors,Egypt,825,33,7901,Fail
Home,SKU22054,127,In Stock,304,115,Adult,79,24,2,10,Aramex,96.55,Prime Distributors,Egypt,1635,22,2720,Fail
Toys,SKU22055,486,In Stock,140,48542,Teen,272,5,85,6,USPS,79.72,Global Supplies Inc.,Germany,1812,9,2246,Fail
Toys,SKU22056,195,In Stock,985,8354,Senior,245,23,74,7,DHL,53.58,FastTrack Ltd.,USA,9021,43,8630,Recheck
Toys,SKU22057,254,In Stock,772,12236,Adult,434,17,41,12,DHL,27.57,Global Supplies Inc.,USA,6517,53,5175,Fail
Toys,SKU22058,226,Out of Stock,87,46849,Teen,459,13,66,13,FedEx,38.52,SupplyHub,India,2050,23,730,Recheck
Clothing,SKU22059,417,In Stock,132,22678,Adult,398,21,50,9,DHL,65.54,MegaCorp,China,6296,49,3178,Fail
Electronics,SKU22060,276,In Stock,972,47873,Teen,417,7,54,6,UPS,32.53,SupplyHub,USA,9385,44,7209,Pass
Sports,SKU22061,307,In Stock,479,8427,Adult,428,1,29,1,FedEx,29.01,MegaCorp,Germany,7468,11,8634,Pass
Electronics,SKU22062,463,In Stock,954,44307,Adult,422,8,82,11,USPS,64.52,Prime Distributors,Egypt,239,4,1096,Pass
Home,SKU22063,191,In Stock,489,3813,Adult,427,3,48,10,DHL,15.21,SupplyHub,Egypt,4745,59,6855,Fail
Clothing,SKU22064,232,In Stock,772,44189,Teen,355,21,20,13,UPS,76.04,MegaCorp,Germany,1201,8,5044,Pass
Clothing,SKU22065,166,Out of Stock,604,19799,Senior,234,4,67,6,UPS,31.24,Prime Distributors,Egypt,1631,22,7374,Fail
Sports,SKU22066,38,In Stock,624,42007,Senior,452,21,47,3,Aramex,42.54,MegaCorp,USA,644,20,2501,Pass
Sports,SKU22067,342,Limited,777,44408,Senior,304,1,59,4,UPS,98.71,MegaCorp,China,6882,51,2254,Pass
Home,SKU22068,277,In Stock,959,32249,Adult,118,25,17,13,FedEx,90.69,FastTrack Ltd.,Germany,4775,25,2319,Pass
Sports,SKU22069,348,In Stock,48,46664,Adult,136,8,64,6,Aramex,48.57,FastTrack Ltd.,Germany,5907,56,3832,Recheck
Clothing,SKU22070,78,Out of Stock,477,11575,Senior,324,18,31,6,FedEx,19.78,Global Supplies Inc.,China,1422,47,347,Pass
Clothing,SKU22071,22,In Stock,530,4155,Teen,260,10,78,7,DHL,44.06,Global Supplies Inc.,Germany,9011,37,6854,Recheck
Electronics,SKU22072,351,Out of Stock,184,45740,Teen,158,19,15,8,UPS,34.83,FastTrack Ltd.,Germany,188,13,4600,Recheck
Sports,SKU22073,186,In Stock,846,24054,Senior,14,11,39,11,DHL,60.57,FastTrack Ltd.,USA,6364,33,6703,Pass
Toys,SKU22074,423,In Stock,818,22191,Adult,351,22,37,1,UPS,74.93,SupplyHub,India,4234,18,9472,Fail
Electronics,SKU22075,35,In Stock,885,35931,Senior,105,25,36,9,USPS,28.07,MegaCorp,Egypt,9733,33,5021,Recheck
Electronics,SKU22076,369,Out of Stock,689,22045,Senior,22,1,6,4,USPS,87.69,Prime Distributors,Egypt,3030,46,8305,Fail
Home,SKU22077,88,In Stock,855,34295,Adult,189,15,95,4,DHL,14.33,MegaCorp,India,1783,40,4324,Pass
Toys,SKU22078,430,In Stock,498,9698,Senior,140,9,51,10,Aramex,31.08,SupplyHub,India,8359,8,2803,Recheck
Toys,SKU22079,116,Out of Stock,720,31243,Senior,487,14,1,5,FedEx,22.4,MegaCorp,China,9201,41,8264,Recheck
Toys,SKU22080,111,In Stock,958,13412,Adult,230,1,95,5,UPS,22.41,Prime Distributors,India,4567,25,5110,Fail
Sports,SKU22081,18,Limited,790,36972,Teen,306,28,84,13,Aramex,51.29,Global Supplies Inc.,Germany,6555,31,6839,Fail
Sports,SKU22082,65,In Stock,950,43234,Adult,435,4,80,11,USPS,57.89,Global Supplies Inc.,Egypt,2479,51,6907,Pass
Clothing,SKU22083,320,In Stock,196,45223,Adult,334,17,35,6,USPS,69.47,FastTrack Ltd.,USA,498,21,8726,Recheck
Home,SKU22084,409,In Stock,84,23792,Adult,115,2,89,11,UPS,52.23,SupplyHub,China,5048,24,2388,Fail
Home,SKU22085,295,Out of Stock,831,11607,Teen,146,3,54,4,FedEx,18.01,Prime Distributors,India,5162,27,9095,Pass
Clothing,SKU22086,83,Limited,329,13209,Adult,184,3,7,5,FedEx,47.44,SupplyHub,Egypt,3747,42,8110,Recheck
Sports,SKU22087,389,In Stock,774,16770,Senior,236,25,14,11,USPS,76.14,FastTrack Ltd.,Egypt,649,1,5870,Fail
Sports,SKU22088,110,In Stock,94,42272,Teen,51,3,7,7,DHL,10.27,Prime Distributors,Egypt,8100,28,7752,Pass
Toys,SKU22089,380,In Stock,371,9288,Senior,104,14,90,12,FedEx,81.94,SupplyHub,USA,3991,22,5565,Pass
Sports,SKU22090,5,In Stock,246,13481,Teen,14,20,58,2,USPS,70.65,FastTrack Ltd.,Germany,7086,7,8120,Pass
Toys,SKU22091,216,Out of Stock,926,41197,Adult,234,4,85,9,Aramex,40.68,SupplyHub,Germany,4698,8,8294,Pass
Electronics,SKU22092,193,In Stock,912,31841,Senior,477,19,98,4,UPS,89.12,Prime Distributors,India,6775,39,6674,Recheck
Home,SKU22093,235,In Stock,385,1628,Teen,228,16,62,5,DHL,98.35,FastTrack Ltd.,India,306,6,2058,Pass
Home,SKU22094,466,In Stock,63,49397,Adult,2,2,93,13,UPS,99.8,SupplyHub,China,8396,42,5686,Fail
Toys,SKU22095,379,In Stock,638,22938,Teen,149,22,78,2,USPS,83.78,MegaCorp,China,9432,22,8865,Fail
Electronics,SKU22096,351,In Stock,193,5384,Teen,398,27,28,3,UPS,66.94,FastTrack Ltd.,USA,7112,7,407,Fail
Electronics,SKU22097,405,Out of Stock,412,26713,Senior,49,13,6,1,Aramex,40.39,Global Supplies Inc.,China,3390,7,5002,Fail
Clothing,SKU22098,58,In Stock,368,34203,Adult,338,17,8,5,Aramex,68.67,Prime Distributors,China,7365,54,2917,Pass
Electronics,SKU22099,176,Out of Stock,910,12684,Adult,425,12,14,12,Aramex,91.82,MegaCorp,India,8650,34,3834,Fail
Clothing,SKU22100,317,Out of Stock,818,37373,Teen,67,25,16,8,DHL,53.55,SupplyHub,Germany,3728,14,992,Pass
Toys,SKU22101,37,Limited,961,30726,Teen,454,20,99,1,UPS,39.86,Prime Distributors,USA,4334,11,3848,Recheck
Clothing,SKU22102,245,In Stock,731,16246,Senior,84,24,91,2,FedEx,70.31,MegaCorp,China,7378,22,9237,Pass
Home,SKU22103,479,Out of Stock,938,13308,Teen,490,24,32,12,USPS,24.76,FastTrack Ltd.,India,4103,11,1853,Recheck
Electronics,SKU22104,427,In Stock,122,46840,Teen,405,6,14,2,USPS,22.69,Global Supplies Inc.,USA,3469,10,6362,Pass
Home,SKU22105,459,In Stock,294,7866,Adult,288,26,3,10,UPS,60.24,FastTrack Ltd.,China,841,15,7373,Pass
Sports,SKU22106,487,In Stock,597,38792,Senior,36,29,16,6,FedEx,32.33,SupplyHub,China,5649,35,6262,Recheck
Home,SKU22107,140,In Stock,370,28549,Teen,48,6,7,13,USPS,81.35,MegaCorp,China,4669,24,6740,Recheck
Home,SKU22108,126,In Stock,692,7154,Teen,467,17,4,5,USPS,94.41,SupplyHub,USA,3604,19,5084,Pass
Clothing,SKU22109,489,Out of Stock,171,18949,Adult,322,17,21,4,DHL,56.88,SupplyHub,India,5489,14,3652,Recheck
Toys,SKU22110,335,In Stock,903,7523,Teen,357,4,65,8,USPS,27.48,Prime Distributors,Germany,5841,33,6626,Recheck
Home,SKU22111,163,In Stock,155,39002,Senior,277,19,87,3,DHL,32.36,FastTrack Ltd.,India,4750,43,6853,Recheck
Sports,SKU22112,329,In Stock,885,34425,Adult,247,9,38,10,USPS,51.2,FastTrack Ltd.,Egypt,6271,20,4731,Recheck
Home,SKU22113,122,In Stock,407,17493,Adult,273,17,5,8,DHL,98.57,FastTrack Ltd.,Germany,824,26,297,Recheck
Toys,SKU22114,439,In Stock,241,13082,Teen,24,18,38,3,DHL,54.12,FastTrack Ltd.,China,2495,16,7540,Recheck
Electronics,SKU22115,163,In Stock,947,18485,Senior,199,13,73,9,UPS,78.99,FastTrack Ltd.,Germany,847,23,2443,Pass
Clothing,SKU22116,36,In Stock,948,2083,Senior,466,14,75,13,UPS,17.29,Global Supplies Inc.,Germany,8223,54,6370,Recheck
Sports,SKU22117,397,In Stock,227,44380,Adult,330,9,23,9,DHL,30.39,Global Supplies Inc.,India,4620,25,9063,Fail
Home,SKU22118,96,Out of Stock,759,42009,Teen,256,17,94,1,FedEx,31.77,SupplyHub,China,3416,39,753,Fail
Home,SKU22119,463,In Stock,776,38458,Teen,424,26,15,2,Aramex,70.56,FastTrack Ltd.,USA,4169,13,8856,Fail
Home,SKU22120,209,Out of Stock,424,42338,Teen,402,7,3,13,Aramex,89.44,MegaCorp,India,2915,33,1293,Fail
Toys,SKU22121,224,In Stock,422,26442,Adult,180,20,40,8,USPS,67.44,Prime Distributors,India,941,15,9338,Pass
Electronics,SKU22122,361,Limited,516,38627,Teen,36,22,44,1,USPS,31.1,SupplyHub,India,7936,38,3619,Fail
Sports,SKU22123,286,In Stock,494,23169,Senior,162,8,59,8,UPS,53.03,MegaCorp,India,2399,12,9701,Recheck
Home,SKU22124,164,In Stock,819,43960,Teen,429,9,98,9,DHL,52.79,MegaCorp,USA,5147,21,3654,Fail
Electronics,SKU22125,481,Limited,442,44318,Senior,102,23,16,11,USPS,94.31,MegaCorp,China,2723,2,6959,Pass
Toys,SKU22126,164,Limited,154,16484,Adult,488,14,4,2,DHL,11.74,Prime Distributors,India,1079,4,2965,Pass
Toys,SKU22127,88,Out of Stock,810,16619,Senior,220,15,45,6,UPS,32.9,Global Supplies Inc.,Egypt,5874,59,6806,Pass
Home,SKU22128,321,In Stock,315,48005,Teen,485,14,37,7,UPS,26.88,Prime Distributors,Egypt,7550,12,9227,Pass
Electronics,SKU22129,281,Limited,409,4298,Adult,442,12,18,11,DHL,55.77,Global Supplies Inc.,USA,2808,9,6139,Recheck
Electronics,SKU22130,311,In Stock,419,16009,Senior,411,14,52,1,FedEx,93.38,SupplyHub,Germany,2319,45,3437,Recheck
Sports,SKU22131,57,Out of Stock,753,16237,Adult,188,5,87,4,DHL,89.48,Global Supplies Inc.,Egypt,289,37,6139,Pass
Toys,SKU22132,138,In Stock,734,38085,Senior,326,17,43,9,DHL,62.76,SupplyHub,Egypt,3991,48,9654,Pass
Toys,SKU22133,455,In Stock,292,33362,Senior,476,23,86,1,Aramex,23.98,MegaCorp,India,539,19,6008,Pass
Home,SKU22134,195,In Stock,991,11564,Senior,258,21,68,3,Aramex,17.53,Global Supplies Inc.,Egypt,5016,27,4905,Recheck
Electronics,SKU22135,420,In Stock,184,39886,Teen,485,12,70,13,UPS,10.44,FastTrack Ltd.,USA,8305,10,729,Recheck
Electronics,SKU22136,356,In Stock,634,43013,Teen,41,17,38,10,Aramex,79.77,FastTrack Ltd.,Germany,4726,27,8560,Fail
Sports,SKU22137,489,In Stock,842,14310,Teen,218,6,41,3,USPS,98.49,FastTrack Ltd.,India,9762,48,9087,Pass
Sports,SKU22138,34,In Stock,877,16413,Senior,389,25,63,13,FedEx,31.75,SupplyHub,Germany,5054,32,1626,Recheck
Toys,SKU22139,168,Out of Stock,339,1816,Teen,16,9,31,1,USPS,69.77,Prime Distributors,India,9377,41,9669,Recheck
Clothing,SKU22140,224,In Stock,729,19849,Adult,135,28,6,12,Aramex,25.3,SupplyHub,India,2133,8,7296,Pass
Clothing,SKU22141,111,Out of Stock,520,21965,Adult,386,11,50,13,USPS,49.12,FastTrack Ltd.,China,375,28,9084,Fail
Sports,SKU22142,78,In Stock,958,9356,Adult,2,12,36,13,Aramex,67.69,Global Supplies Inc.,Germany,3109,32,5833,Pass
Home,SKU22143,54,Out of Stock,402,19695,Adult,318,29,46,3,USPS,32.04,MegaCorp,China,106,16,4322,Pass
Sports,SKU22144,448,In Stock,274,4879,Teen,349,12,96,8,Aramex,40.13,SupplyHub,China,1881,26,8023,Pass
Clothing,SKU22145,422,Out of Stock,290,16320,Adult,203,11,5,1,USPS,75.75,FastTrack Ltd.,India,1311,34,5017,Fail
Toys,SKU22146,280,In Stock,757,49646,Senior,390,2,21,6,Aramex,79.31,SupplyHub,Germany,2585,44,283,Fail
Toys,SKU22147,100,In Stock,536,13910,Adult,18,18,58,7,UPS,85.28,SupplyHub,Germany,2685,46,3459,Fail
Electronics,SKU22148,142,In Stock,671,6503,Adult,475,6,81,4,FedEx,67.44,SupplyHub,India,7488,42,5478,Fail
Electronics,SKU22149,429,In Stock,178,19511,Senior,498,5,66,10,USPS,49.38,FastTrack Ltd.,USA,8224,20,1651,Pass
Sports,SKU22150,152,In Stock,729,46565,Adult,95,20,8,3,DHL,11.64,MegaCorp,China,2932,41,6364,Pass
Electronics,SKU22151,81,In Stock,926,47081,Senior,280,3,92,9,FedEx,18.12,SupplyHub,India,6415,7,7450,Pass
Home,SKU22152,60,In Stock,38,32937,Senior,380,25,72,5,Aramex,35.02,Prime Distributors,USA,8245,45,1259,Recheck
Home,SKU22153,164,In Stock,635,41449,Senior,179,18,16,9,FedEx,96.77,SupplyHub,Egypt,9181,59,4194,Fail
Clothing,SKU22154,239,Out of Stock,806,10360,Senior,492,23,88,1,DHL,26.19,MegaCorp,China,9233,53,9119,Pass
Toys,SKU22155,494,In Stock,572,18928,Teen,197,27,7,12,Aramex,32.31,FastTrack Ltd.,USA,4198,17,5758,Recheck
Electronics,SKU22156,141,Out of Stock,303,36982,Senior,23,25,5,4,DHL,68.65,Global Supplies Inc.,China,3576,53,3459,Pass
Home,SKU22157,354,In Stock,432,12831,Teen,386,13,32,8,UPS,26.25,Prime Distributors,Egypt,5589,58,3596,Recheck
Electronics,SKU22158,371,In Stock,504,2540,Senior,436,20,60,11,FedEx,10.26,FastTrack Ltd.,Egypt,3312,33,8757,Fail
Electronics,SKU22159,382,In Stock,821,137,Teen,373,1,24,7,DHL,57.71,Prime Distributors,Egypt,6780,4,5393,Recheck
Sports,SKU22160,394,Limited,48,29157,Teen,76,5,47,3,FedEx,75.29,SupplyHub,Egypt,6270,5,9361,Fail
Toys,SKU22161,159,Limited,563,33507,Adult,132,17,10,12,FedEx,65.96,FastTrack Ltd.,India,101,2,8955,Pass
Sports,SKU22162,330,In Stock,323,20820,Senior,472,8,83,5,DHL,6.91,Prime Distributors,China,3696,20,6628,Recheck
Electronics,SKU22163,395,In Stock,406,37549,Teen,468,10,94,5,FedEx,30.12,Prime Distributors,India,3430,36,7516,Pass
Toys,SKU22164,81,In Stock,270,20488,Adult,173,27,59,5,USPS,85.23,Prime Distributors,India,5744,44,4981,Pass
Sports,SKU22165,432,In Stock,953,29222,Senior,262,22,26,3,DHL,17.35,SupplyHub,Egypt,7467,12,8436,Fail
